,tweets
144,"@Flipkart @flipkartsupport
I had ordered a Infinix Smartphone on 15 Nov &amp; the delivery date was 23 Nov but still I didn't get my parcel, the @EcomExpress_Ofc delivery agent refuse to deliver my product,&amp; told me collect my parcel from their office, which is 15 KMs away frm here."
145,@Flipkart kindly resolve me problem as earliest your customer support is not being transparent and trying to fool us
146,@Flipkart he only make me chutiya 😡
147,"@FlipkartStories @ShreyanshM @flipkartsupport I got mail saying my account is verified but it's not reflecting in my FLIPKART Affiliate page
It's been 4 days still it isn't verified what's the issue in marking as verified &amp; sending my payment?"
148,RT @News18Tech: It appears that #MicromaxIn1B customers have to wait a little longer to get their hands on the new smartphone. The Micromax…
149,@Flipkart it is very bad 😔 app from shopping he is not return my product 😢
150,"RT @LGIndia: With a sleek design and flawless looks, #ExploreTheNew #3D Arc Design of #DualScreen #LGVelvet. Live the #voguelife that you w…"
151,"@_Kalyan_K @flipkartsupport @WalmartInc @flipkartsupport flipkart purposefully cancelled the order, the order was on a good deal, stating there no other, however, the product Is in stock and now the price has gone higher. @PUMA need the product the BMW beanie cap at same price."
152,"RT @RedmiIndia: Advance to the PRO life with #RedmiNote9 Pro! 

Get the 4GB+128GB variant for just ₹14999 only on @amazonIN, https://t.co/c…"
153,"@Micromax__India My #MicromaxInNote1 was supposed to get delivered today, I got a message ki aaj ajayegaa,, delivery man ne call pe kaha ji ye message galat agya aapke pass. Usne meri cancel kardi. And ab kal hogi delivery 🤦‍♂️🤦‍♂️ Amazing @Flipkart 
#INMobiles"
154,@Kittzinfo @gizmoddict Retail unit from Flipkart https://t.co/fq0GmCq6HS
155,"@Flipkart top management can verify call records and check how bad she was . My concern was not attended with importance and insisting me to take refund tell me is there any customer service which is bad as yours. 
Flipcart kindly resolve"
156,@utsavtechie @Micromax__India @Flipkart Delayed...... 😂😂😂😂😂
157,Flpikart is not return my product it  is very bad 😔 for shopping app@flipkart
158,"@motorolaindia @Flipkart But but we don't even have 5G networks here in India?

What's with the hype?"
159,"@itskaranpal11 In future, to ensure that your Flipkart account information is safe, please DM us by clicking on the link below. ^VB (2/2) https://t.co/5DoqNukc8t"
160,"Faber-Castell stationery up to 54 % off

https://t.co/YHT5CzI7pt

."
161,"@manza_manju @manza_manju To ensure that your Flipkart account information is safe, please continue via DM by clicking the link below, for further assistance. ^UR (2/2) https://t.co/AVMrxtQCnt"
162,"Flipkart Black Friday sale begins: Big discount on iPhone XR, Realme Narzo 20 Pro and more https://t.co/QoED29i4Qv"
163,"RT @TechFactsRafee: its 12:20pm, still coming soon.. what's happening @Flipkart , @flipkartsupport @Micromax__India @rahulsharma ..??
i wan…"
164,"@Flipkart other 2 pillows will be sent before 28th nov 2020 . I didn't receive any mail regarding same hence requestd for call back today. 
Today with whom I spoke was very adament and insisting me to take refund . There is no empathy shown towards a customer and I'm not lieing"
165,@LackOfAHandle Sorry to hear that. We understand your concern here. Request you to write to travelhelp@flipkart.com or you can get in touch with Flipkart Travel Desk on 18002583535. (1/2)
166,@flipkartsupport @Flipkart @ConsumerCom I have also sent you an email attached to this post. Just understand how much pain it cause to me every time I have to keep follow up. (2/2)
167,"@PriyankaDsa I see two sims in SSRs phone. Notificstions - youtube comment, flipkart order update, 66 % battery, alarm on, wifi connected, audio on."
168,@flipkartsupport @Flipkart @ConsumerCom this time what answer you'll give for my follow up. Still you need 48 more hours to address the issue. I really don't know which bank Will take more than one month to credit the amount. (1/2) https://t.co/89PE4pQfke
169,"@flipkartsupport @Flipkart I got a call from the social media team and they repeated the same thing like a parrot and said they have no control over what seller decides. Unfortunately offering us no remedy. Please be assured , I will escalate it to your highest forum. https://t.co/cYg9Htr3X8"
170,"* #Amazon did not bother for customer's problem.
*There are no control over delivery team.

#jagograhokjagp
@JagoGrahakJagoo 
@ConsumerReports 
@Flipkart 

This is the high &amp; right time to truncate."
171,"@kayaniva To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^YH (2/2) https://t.co/5DoqNukc8t"
172,"@kaushal09577212 To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^KF (2/2) https://t.co/5DoqNukc8t"
173,@VinaySGoldi @flipkartsupport @Flipkart Hello ! This shipment is returning to origin. We request you to please coordinate with client.
174,@pratitprangyada @Flipkart @flipkartsupport @NikonIndia @_Kalyan_K Sir no help we are getting from @flipkartsupport @Flipkart
175,"@numerounoNTR To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^YH (2/2) https://t.co/5DoqNukc8t"
176,@Flipkart so what's the point for requesting a replacement. Doing a same mistake again and again. Later I contacted customer support and raised complaint and offered me a solution that I can use the 2 pillows and other 2 pillows will be sent. Customer executive promised me .
177,"@flipkartsupport booked a ticket DEL-MAA-DEL. Cancelled the same in 16th. And received a complete refund from the airline.
As demanded by flipkart, requested the airlines to mail the conformation and shared it with flipkart on 16 Nov itself.
What’s the issue with the refund now?"
178,"Flipkart Black Friday Sale ( 26 - 30 Nov )

MasterLink : https://t.co/qvqGT4pn6Q

👇 PRICE DROPPED ON BLACK FRIDAY SALE 👇

The Ulitimate All Rounder : Poco M2 Pro From ₹12999

https://t.co/wkmmfX3nG7"
179,#LGMobile brings the superpower of #multitasking into your hands. #ExploreTheNew and exciting features discovered by @C4ETech while unboxing the #DualScreen #LGVelvet! Available on Flipkart https://t.co/p558q3f0Sr with exciting cashback offers and more. #LGmultitask #Repost https://t.co/qblj4eZCtG
180,"@Mehbub2017 To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the link below. ^RY (2/2) https://t.co/AVMrxu8df1"
181,"@realmecareIN @Flipkart None of the fix given by @realmemobiles worked. Now I'm not getting response back from @realmecareIN 

I have opted for replacement. But i don't want bug realme mobile. Is there any option to change the brand?"
182,"@Flipkart @Walmart #FlipkartCheats

Refund was assured by 25.11.20 through email. The refund is not yet done https://t.co/U6nzYwnXgE"
183,@motorolaindia hello motorola team... I bought new motorola e7 from flipkart but the problem with this handset is brightness is too much low.. if i increase bright news level to 80 to 100 % then screen will see visible clearly... I am from indore ... Tell me what i do now.
184,"@asnapoorv To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^AG (2/2) https://t.co/5DoqNukc8t"
185,@Flipkart your customer service is very pathetic. I had ordered a pack of 4 pillow on 13th of nov 2020 and I has delivered only pack of 2 on 20th nov 2020.with so much effort contacting customer support and replacement was arranged. Again on 24th pack of 2 only delivered. So what https://t.co/nkmtrNA27r
186,"@urmilamahanta @Flipkart @flipkartsupport Yes flipkart travel is worst..
#boycottflipkart 
They are just fooling consumers"
187,"@vema_vamsi @motorolaindia @Flipkart 750G is way Faster than 765 G.
Don't Judge a processor by its Number..
SD 750G uses Arm A77 cores which is used in SD 865 series..
Whereas
SD 765G uses old Arm A76 cores which is used in Old SD 855 series.."
188,"Goodbye @Flipkart  for your Worst Delivery Service Ekart Logistics. 
If you can't deliver our parcel than why are you doing business. @amazonIN Is best for me. If @amazonIN can deliver best customer service than why @Flipkart  can't. I think @Flipkart should stop their business."
189,"@Kodak @Flipkart @flipkartsupport 
Never buy any product from Kodak Led Tv everything is duplicate facing so many problems in four months no one is taking ownership of service no one is responsible."
190,"@acdccte2000 @motorolaindia @Flipkart 750G is way Faster than 765 G.
Don't Judge a processor by its Number..
SD 750G uses Arm A77 cores which is used in SD 865 series..
Whereas
SD 765G uses old Arm A76 cores which is used in Old SD 855 series.."
191,"@ShardulBajpai91 @Flipkart @flipkartsupport Exactly! Absolute frauds! Airline issued a complete refund and sent an email regarding the same within 1 hour. Forwarded the mail to @flipkartsupport as they had demanded. Now it has been 9 days. Called them today, again they say “48 hours mein aapko update kiya jayega”"
192,"@itslosupotap @motorolaindia @Flipkart 750G is way Faster than 765 G.
Don't Judge a processor by its Number..
SD 750G uses Arm A77 cores which is used in SD 865 series..
Whereas
SD 765G uses old Arm A76 cores which is used in Old SD 855 series.."
193,"@HPIndia bought a new hp cs10 wireless combo from flipkart on 4 nov 2020 ,
but open 2 days ago to use that found keyboard is not working but mouse is working ."
194,@Flipkart Very dissatisfied with flipkart customer care.Never  ordering anything from flipkart again.
195,"@Arshad_Faiyaz To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^SX (2/2) https://t.co/5DoqNukc8t"
196,Seller earns without even selling anything. Ecommerce in 2020 @Flipkart
197,Don't miss the golden opportunity. Enroll now for becoming a master in Ecommerce Learning. #learning #ecommerce #ecommercemarketing #digitalmarketing #caajib #caajibecomservices #marketing #amazon #flipkart https://t.co/gcoYJLvlg1
198,"@DrSatyamSingh5 Twitter being a social media platform to ensure that your Flipkart account information is safe, please message us in DM by clicking on the link below. ^SO (2/2) https://t.co/5DoqNukc8t"
199,@XiaomiIndia @Flipkart @amazonIN Plz give discounts on redmi sonicbass earphones
200,"Three days have passed since I started reaching you guys via phone, Twitter and no one seems to care. Everytime I get these template responses. 
There is a limit to providing horrible #CustomerExperience  #CUSTOMERSERVICEFAIL @walmartindia @Flipkart @_sachinbansal https://t.co/YoAzeqIG1V"
201,@JayyKholiya Don't see an issue if some Comrade wants to apologize to Lenin for giving in to Flipkart!
202,"RT @selfmusing21: What was the Flipkart deal with Sushant ?

The cook Niraj was talking in a Whatsapp Chat on 14th june ?

#SSRDishaAwaitsJ…"
203,"@Flipkart 

When I claim refund, you say I will get Rs 0 refund because of some promotional offer under which I bought the product

Is it my fault that the product is defected and your policies don't allow more than one replacement? 

(2/2)"
204,"@Flipkart
First you send defected product

Then in the replacement, you send another defected product

Upon requesting another replacement, you say replacement is only allowed once and now I should claim refund

(1/2)"
205,@Flipkart Bloody @Flipkart @flipkartsupport @FlipkartAds don't cheat your customers @amazonIN is way better in terms of customer satisfaction.  Take your bloody mobile and refund my money. https://t.co/lJL9DMsz1F
206,"@flipkartsupport @Flipkart still not received this refund in ky account, please bank ref no. https://t.co/3GYxGdKkQ7"
207,"@Moto
Yes I love to use this brand , I have orderd 4th Motorola phone from flipkart but yet not get it worst service from flipkart. 
Inaccurate tieup moto really disappointed
Unfortunately have to choose other brand.
@Moto_Support @Flipkart 
@flipkartsupport @consumerforum_"
208,@HiHonorIndia @Flipkart I think you will launch honor magic book 14 before new year... 😬
209,"Dear @Flipkart @flipkartsupport after wait of 43 days there are no refund from you.
Pls don't reply that our team is on work on this order.
Today is your last date of estimated days so pls refund my money by the end of the day. https://t.co/tXsOzhsNWj"
210,"@Sresh_222 To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^KC (2/2) https://t.co/5DoqNukc8t"
211,"@RedTapeindia @flipkartsupport @Flipkart @CimGOI @FlipkartSellers I have mailed you with all details and also @Flipkart is denying to help me and they are trying to cover sellers mistake . As they always do ...

Flipkart is not for customer satisfaction ... Anymore https://t.co/uS8OTywN8Q"
212,"RT @FlipkartVideo: Why is a woman's emotionality seen as her weakness?​​
​Answer such questions and win exciting prizes on the latest episo…"
213,"📢 The sale is Live! #BlackFridaySale is here

Go on a shopping spree!🤩

Rush to https://t.co/D3b3QtmvaT, Mi Home, @Flipkart, @amazonIN, and all our Retail Stores to avail the best offers on #Mi products. 

Buy now: https://t.co/EgREUgl9gi https://t.co/xj3SFQrsYw"
214,"@RedmiIndia @amazonIN @Flipkart Hey, can I pay you with @stealthpay?"
215,"@pawan92195361 To ensure that your Flipkart account information is safe, please start a private chat with us by clicking on the link below. ^SL (2/2) https://t.co/5DoqNukc8t"
216,Kindly help me @Flipkart
217,@flipkartsupport Your escalation team is offering me some amt as token of apology... Accepted but why cant you give it in cash.... I dont want it in flipkart wallet.... I have already informed them that i dnt agree with it...This is the worst experience i ever had..#flipkartscam
218,"@vivekku09712144 To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the link below. ^BL (2/2) https://t.co/AVMrxu8df1"
219,"I had ordered Poco M2 Pro Phone for 15999/- on flipkart but received a Vivo S1 dummy, after waiting for more than 2 weeks I received an email saying 'Return Rejected'.
@flipkartsupport @jagograhakjago 
#flipkartscam
#flipkartfruad
my Order ID : OD220115843129900000 https://t.co/j6i5n2YwWi"
220,"@Flipkart i ordered a mobile OD120117692353857000 its dead on arrival, flipkart create my replacement request and gave pickup date 8 dec. but after passing 7 day return policy they cancel my return and now not creating my replamnt request. how low you go flipkart, such a pathetic service ."
