,tweets
155,"Lets tour of Tribes India. 
There is something for everyone.
Something for every member of the family for generations.
Mini India under one roof.

SHOP ONLINE at https://t.co/1CVMXoIsD7
 OR from other popular e-Commerce platforms, i.e. Amazon / Paytm / Flipkart / Snapdeal / Gem. https://t.co/ERB1K14loA"
156,"Christmas offer for you  (all design with discount price)
&gt;&gt;just click here https://t.co/XWmIeZtMk8
#Photography #PhotoStudio #resizing #cropping #productCutout #ebay #snapdeal #productImageCheck out new work on my @Behance profile: ""Logo Design"" https://t.co/qqoUAFMH78"
157,Flipkart service has detoriated and very soon it might meet the same fate as of Snapdeal. Even after repeated request there is no follow up @flipkartsupport https://t.co/qZOU7h0iA3
158,"@Harris_Hameed7 Hi! Sorry for the inconvenience caused to you. Our team got in touch with you and updated you via email. As discussed, kindly wait till the requested time. We're working on your issue and will reconnect with you. Thanks! Parv"
159,"RT @Harris_Hameed7: @snapdeal @Snapdeal_Help
Is there anyway i can contact your customer service. I ordered 3 and got 1 item. Much disappoi…"
160,"@snapdeal @Snapdeal_Help
Is there anyway i can contact your customer service. I ordered 3 and got 1 item. Much disappointed that u r nt intrstd to contct me. I wa trying to contct u fr long.
#snapdeal #cheating #worstcustomerservice"
161,"Forget the chill of the winter season. Zelica brings the finest sweatshirts for women. Feel proud to own any of these products today by shopping online on Amazon, Flipkart, Snapdeal, or Ajio. We ensure quality at its best.
#womenfashion #womenclothing #womenwear #onlineshopping https://t.co/LBkMiYw1xC"
162,"Try natural Remedies for piles
Hemohide Ayurvedic Powder

Available on Flipkart , Snapdeal,
Visit us at https://t.co/vVaO6VyfQo
Call ;- +91 9613151315

#piles #constipation #hemorrhoids #hemorrhoid #externalpiles #internalpiles #bleedingpiles #bawaseer https://t.co/e7jSOZoIIn"
163,"https://t.co/np9b8xJ8aO

5 Inch Valentine Pipepack Of 2,white Pink

Rs. 299

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/9qwdgSxRXo"
164,"https://t.co/6s2cAkJ5aX

Glass Oil Burner Pipe (Transparent, 6 Inch) Buy 10   get 10 Free

Rs. 1499

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/geydZta3u1"
165,"https://t.co/3bmKYpVaGd

📷   5 Inch Valentine Glass Pipe pack Of 4,white

Rs. 499

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/hL0EkwquR5"
166,"https://t.co/QNtWrCXsO1

5 Inch Valentine Glass Pipe Pack Of 2,white

Rs. 299

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/C4KOUcKhQ6"
167,"https://t.co/4thKEiCBCW

Glass Oil Burner Pipe (Transparent, 6 Inch) Pack   of 10

Rs. 999

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/AFPgdAdQTe"
168,@rpinttr Please PRIVATE MESSAGE us your contact details by clicking on the given link. Our team will get in touch with you. Thanks! Parv  https://t.co/1qRWCpRlvq
169,"@NidhiPa95625235 Hi! Sincere apologies for the unpleasant experience. Please PRIVATE MESSAGE us your seller ID by clicking on the link given below, we'll help you out. Thanks! Parv   https://t.co/1qRWCpRlvq"
170,"Hi I am snapdeal seller from 2 month but still not received any payment.
really very bad experience, late payment, too many hidden charges, if pickup is not done by the logistic team still they charge from seller. Fake odder return by courier and penalty has to pay by the seller."
171,"https://t.co/x4speKajSX

Oil Burner Pipe (Transparent, 6 Inch),Pack of 2

Rs. 349

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/9880JoL6fn"
172,"@Snapdeal_Help Today I got call from this number as ShopClues lucky draw winner.
As Snapdeal winner called 4-5 Times.
How they got information of  customers whenever buying something from Snapdeal and ShopClues? https://t.co/2dz47oQDAZ"
173,"https://t.co/cMj7kgDbBy

4 Inch Oil Ring Pipe,Pack of 1

Rs. 199

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/JvtmKhSJWN"
174,"https://t.co/VTrcmLIUEz

5 Inch   Valentine Band Pipe,Pack of 5,White

Rs. 599

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/lFllXcuUJ7"
175,"@rpinttr Hi! Please do not respond to any Phone Call/Email/SMS/Letters claiming to offer rewards/lucky draw prizes on behalf of Snapdeal. We NEVER request our customers for unsolicited financial information or advance payments in exchange for rewards. Thanks, Parv"
176,"https://t.co/mmMjPjSrnH

5 Inch   Valentine Pipe,Pack of 1,Pink

Rs. 199

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/GtJR8Trbf6"
177,"https://t.co/DukV9c1lLs

5 Inch   Valentine Pipe,Pack of 5,Yellow

Rs. 599

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customer https://t.co/0K9SL5Wkai"
178,"https://t.co/xodFmwCyBp

5 Inch   Valentine Pipe,Pack of 4,Yellow

Rs. 519

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/SJ1idMhMPp"
179,"https://t.co/RFpoevGcu4

5 Inch   Valentine Pipe,Pack of 2,Yellow

Rs. 299

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/OxQALoiZWn"
180,"@AmitSin16062034 Flipkart has started playing game n cheating us(customer), I'm so sure Flipkart's #timeisUp same as #Snapdeal many empty box cases r coming up n even I myself have experienced it n it took more than a month to get d refund. It was my worst experience ever.
#FlipkartChorHai"
181,"https://t.co/Epopx268NM

5 Inch   Valentine Pipe,Pack of 20,Green

Rs. 2279

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/EoZR6ZUtSc"
182,"@NischalRishabh We always request our customers to never share their personal details publicly as our page is visible to everyone. You can always reach out to us via ""Private Message"" by clicking the below link. Thanks, Ashi  https://t.co/1qRWCpRlvq"
183,@NischalRishabh Hi! Apologies for the experience you have been through. This should not have happened. We'll get this checked right away and ensure this is sorted out on priority. Thanks! Ashi
184,Need to know when will i receive the order 44117534369 @snapdeal
185,"https://t.co/GIB3p7ngiV

5 Inch   Valentine Pipe,Pack of 3,Green

Rs. 419

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers https://t.co/FQmCg0Y6qY"
186,"https://t.co/mYBoFJ0jW9

5 Inch   Valentine Pipe,Pack of 10,Blue

Rs. 1149

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/J6qvlpMS2k"
187,"https://t.co/ET6IEOO5ZH

5 Inch   Valentine Pipe,Pack of 5,Blue

Rs. 599

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/LNovBqEhhH"
188,"https://t.co/dcffMjETAW

5 Inch   Valentine Pipe,Pack of 3,Blue

Rs. 419

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/AOxo3LIQq5"
189,"https://t.co/HYzIRbjAvA

Sandalwood Chandan   Mala ( 7-8 Mm),Pack of 1

Rs. 199

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/kcOc0CSVzP"
190,"https://t.co/MlZuYPMOgU

Tulsi 108 Plus 1   Beads Mala,Pack of 1

Rs. 199

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers https://t.co/aQec9T0tlH"
191,"https://t.co/IuKSEJsanA

Rudraksh Jaap Mala   for Pooja (Astrology) (108+1 Beads),Pack of 1

Rs. 199

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/856cpoA5Nc"
192,"https://t.co/mpgcWyYk8M

Rosewood and   Sandalwood 108 Mala (Red),Pack of 1

Rs. 199

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/kMVj6FYA6o"
193,"https://t.co/Qjnnj4MZ8k

12 Inch Acrylic   Water Bong Patti,Pack of 1,Pink

Rs. 699

Height: 12 Inch   Acrylic Bong, Tube Diameter: https://t.co/QUpcMvhzqT"
194,"https://t.co/vhn151App0

12 Inch Acrylic   Water Bong Bob Marley,Pack of 1,Green

Rs. 699

Material: Acrylic   Bong https://t.co/eS7thjehuC"
195,"@Snapdeal_Help Seriously...that's your reply? 

I know what to do when scammers call... What about you? 

Where did you go of up that scammers now have my home address."
196,"https://t.co/qOfc94hFJi

12 Inch Acrylic   Patti Water Bong Green,Pack of 1,Blue

Rs. 699

Material: Acrylic   Bong https://t.co/9RIMLoVY7m"
197,"https://t.co/lhyHhqaVup

12 Inch Acrylic   Patti Water Bong Green,Pack of 1,White

Rs. 699

Material: Acrylic   Bong https://t.co/05bO1cMOoY"
198,"https://t.co/UNfJYzDH0Q

12 Inch Acrylic   Patti Water Bong Green,Pack of 1,Red

Rs. 699

Material: Acrylic   Bong https://t.co/jcRdrYKtbi"
199,"https://t.co/TxhIZj95vU

12 Inch Acrylic   Patti Water Bong Green,Pack of 1

Rs. 699

Material: Acrylic   Bong https://t.co/XaKTnN3wbL"
200,"https://t.co/oCEABbNnon

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,(White)

Rs. 449

Material: Acrylic   Bong https://t.co/enGQsYG6Ap"
201,@iravishpandey Our team got in touch with you and updated you on the issue. Thanks! Avi
202,"@snapdeal @Snapdeal_Help 
Take Seriously taking Action Against Them..... https://t.co/EdtscYDOX7"
203,"RT @snapdeal: 😃 Your closet has a need to own this look!
👉 https://t.co/4Fc24zP3Yj
#ShopFromYourHome https://t.co/voqFMTK9Ut"
204,@pkesh2004 We're working to get this resolved on priority. Appreciate your patience. Thanks! Ashi
205,"Rem. No. 07 @snapdeal  Despite of repeated reminders, the refund is still awaited for a prepaid consignment undelivered  &amp; cancelled. Very disgusting. @snapdeal definitely needs a thorough  overhauling in total. 8178082002."
206,"@xauravD Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw prizes on behalf of Snapdeal. We NEVER request our customers for unsolicited financial information or advance payments in exchange for rewards. Thanks, Avi"
207,@snapdeal why don't you inform customers about any data breach. A scammer just called me who had my order details with exact home address. This can be dangerous.
208,"https://t.co/o2HYd7k6w9

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,White

Rs. 449

Material: Acrylic   Bong https://t.co/ZV02WxzaI1"
209,"https://t.co/3QehUqovg6

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,Red

Rs. 449

Material: Acrylic   Bong https://t.co/xJ6eyAQOUW"
210,"😃 Your closet has a need to own this look!
👉 https://t.co/4Fc24zP3Yj
#ShopFromYourHome https://t.co/voqFMTK9Ut"
211,"https://t.co/PImWamaxiB

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,Blue

Rs. 449

Material: Acrylic   Bong https://t.co/A4LGazKrTw"
212,"https://t.co/dDxnJx9uDw

Women's Ankle Length Leggings,Free Size,   Color-White

Rs. 259

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/XdBS5FwO9Z"
213,"https://t.co/AY5CYoR368

Women's Ankle Length Leggings,Free Size,   Color-Black

Rs. 259

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/dqowqewWH7"
214,"https://t.co/CN3JqMCkjq

Women's Ankle Length Leggings,Free Size,   Color-Blue

Rs. 259

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/e5w3azyxIq"
215,"https://t.co/jDeeG4QJad

Women's Ankle Length Leggings,Free Size,   Color-Maroon

Rs. 259

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/Xcw9fJdhum"
216,"https://t.co/UC7zuHu4dh

Women's Ankle Length Leggings,Free Size,   Color-Skin

Rs. 259

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/FP9c8JId7j"
217,"https://t.co/IQWCvKdRMz

women Full Length   Legging, Free Size, Red

Rs. 195

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/TDD6mys9Gc"
