,tweets
3337,RT @HemantKalia7: @AmazonHelp Today it is more than 12 days.. Still no delivery of the product and no update is given by @AmazonHelp @amazo…
3338,@AmazonHelp Today it is more than 12 days.. Still no delivery of the product and no update is given by @AmazonHelp @amazonIN after requesting them to again and again to deliver the product the product which i paid for.. And @amazon and @AmazonHelp is saying to give best customer service!!
3339,@Ramanan12242841 @Flipkart @flipkartsupport @eKartIndia @_kalyan @amazonIN in my last order also they have done same thing that cancel the order
3340,"@amazonIN @JeffBezos so this is how you provide good service to your customers!
I ordered from amazon, received something else, the bill  in that packet was addressed to someone else and the address was not mine! We have already paid for the order that was supposed to be."
3341,@victusfn @Renkzy3 @yotanveet @amazonIN Last time i saw it was 4k w paddles
3342,"RT @ITSCOOL23: Bye Bye @amazonIN  , You aren't customer friendly @AmazonHelp 
@amazon"
3343,"Bye Bye @amazonIN  , You aren't customer friendly @AmazonHelp 
@amazon"
3344,Foldable Sports Bike Big Fat Tyre 26T White Bicycle Dual Hydraulic Suspensi... https://t.co/dIOAj5iiNZ via @amazonIN
3345,@victusfn @Renkzy3 @yotanveet @amazonIN Price?
3346,RT @VNSBalaji: Alert!! @AmazonHelp @amazonIN @JeffBezos @AmitAgarwal @ShieldVoC @jagograhakjago @UfterYou looting customers money in the na…
3347,Alert!! @AmazonHelp @amazonIN @JeffBezos @AmitAgarwal @ShieldVoC @jagograhakjago @UfterYou looting customers money in the name of fake sellers and prices. Not received the product yet. Not fulfilling promised dates. Loosing trust on Amazon. No proper updates on the track shipment https://t.co/P3AdUxI6at
3348,"After a kind of war situation with @amazonIN , I finally got the refund.
--
My 1st ordered was retured to me by local hub, amzn local hub had my order, then I was told to get a pick up generated and that was done today morning and the refund was received 10 mins ago.."
3349,"@myntra @MyntraSupport compare your delivery service with @amazonIN. While I am still waiting for something I ordered from @myntra in October, @amazonIN managed to deliver my product in less than 10 days. #AmazonBetterThanMyntra https://t.co/dJgIKPEW0K"
3350,@Renkzy3 @yotanveet @amazonIN Mousepad check
3351,"@AmazonHelp I have called @amazonIN they have given me one email id, which isn't valid. Pls call me on 9753166590"
3352,@victusfn @Renkzy3 @yotanveet @amazonIN Best trust
3353,@bhartianand @Flipkart @flipkartsupport Its better to order from @amazonIN these @Flipkart is fake scam company run by scammers @BJP4India should check these scams also
3354,"RT @RajiIndustani: When I searched Lord or God or Doormat with God, I could not find anything 
May be they have removed !! 
But this has to…"
3355,"Coffee that’s always the way you like.#greenbrrew #instantweightlosscoffee #greencoffee #hazelnutflavor
Order Now @amazonIN https://t.co/LiiXgEIMCD
.
Also get your health queries answered free: +91-9599819607

#nosugaradded #weightloss #instafood #caffeinefree #healthydiet https://t.co/HBkQnXl87w"
3356,"@AmazonHelp @ShieldVoC @amazonIN @amazon @amazon_policy Yet another example of your incompetence. Two parcels that are two be delivered at the same place and the same time are arriving at different times. Do better, Amazon. @JeffBezos"
3357,"Just registered in amazon seller account, There's a problem in account launch i have created complain regarding it. Ticket id.6473825042 its been #39days. I dnt knw what @amazonIN is doing in this..! Is there any possible way to get solution? @amazonIN"
3358,@yotanveet @amazonIN God knows
3359,@flipkartsupport @Flipkart attached is proof of the kind of service you provide. Stop making fool to indian public. Make your service as fast as @amazonIN or provide correct estimate #boycottflipkart https://t.co/nOTanJCl3E
3360,@yotanveet @amazonIN yes it is
3361,@amazonIN why a message comes to me that a amazon order arriving soon but I haven't placed any order. And an call from Karnataka from a delivery boy comes to me that your order has been reached please accept your order.  But I am a resident of West Bengal.
3362,"@AmazonHelp @AmitAgarwal @GopalPillai @amazonIN @amazon @JeffBezos @ShieldVoC Day 36 and counting. Any update yet @amazon on my complaint ticket 0524431704 with @amazonIN or is it not 16 Oct 2020 in your calendar yet! Anybody alive there @amazon!!! 
 #amazonfraud
#downwithamazon 
#BoycottAmazon 
#amazonsucks
#worstcustomerservice
@JeffBezos 
@ShieldVoC"
3363,RT @shreekanth2020: . @jagograhakjago @consaff please help . The @AmazonHelp @amazonIN has no respect for consumers we should stop their pr…
3364,"@AmazonHelp I have reported the same on customer support but not getting any help from there.
Customer service is not giving positive reply. Already I have other complaint but not processed till now.
@amazonIN @AmazonHelp"
3365,@AmazonHelp @amazonIN @JeffBezos no one is helping and 7400 still not refunded.
3366,RT @amanraajverma9: My ordered product was an expensive one. I look forward for a refund as i am not receiving any positive responsive from…
3367,Its been 1 month and 8 days I have been waiting for my product to deliver and I got a call today from @Flipkart asking me to cancel this order. What should I do ? @flipkartsupport @Flipkart @eKartIndia @_kalyan @amazonIN https://t.co/TBTSWagiHQ
3368,My ordered product was an expensive one. I look forward for a refund as i am not receiving any positive responsive from the amazon support team. @AmazonHelp @amazonIN @amazon
3369,"@amazonIN we ordered an infant sandals on Oct 25,product was not of the right size &amp; hence ordered for replacement on 2nd Nov, since then we are being taken for a ride.Trid replacn through customer center 5times including escalation, but not returned. Request 4 refund now."
3370,@amazonIN At end: Your service failed. Hope you learn handling things better.
3371,@amazonIN Y should I pay for delivery associates negligent handling delivery. It's his misconduct. This is still unresolved from my end. If I didn't receive my product or refund. You would definitely loss a customer. Back to desi @Flipkart coming back (4/5)
3372,@amazonIN I didn't get anything. I reached out Ccare. They closed the case saying customer received the order which I still didn't and also no refund provided. I asked an escalation again which they neglected n cuts the call. No refund and no delivery (3/5).
3373,@Amazonin I complained about my reception. They asked to check with watchman. We don't have a watchman by the name that support shared. They have escalated the case and asked me not to reach out till 23rd i.e today. I waited again.  Contacted out today (2/5)
3374,"@amazonIN
 Great! closes raised investigations without resolving!!. Ordered a mobile on 12th. Received delivered notif on 14th, no product at my door. Reached Ccare: Asked me to wait till 17th. Waited, still no product. Escalated the same with Ccare.(1/5)"
3375,"Dear @amazonIN 
Just want to ask, is my personal details safe with you? Because today i got a fraudulent call on behalf of Amazon India about me winning a gift - they had my name, no., address, recent purchase details.

Now i scared to do prepaid transaction via #Amazon"
3376,"Hey @amazonIN 

You should stop recommending me Books that I already have eBooks of (that I bought from you) and vice versa."
3377,RT @anindyarana99: @amazonIN How can you keep sending used products when it's supposed to be a new one. One of your biggest sellers Appario…
3378,Personal experience @amazonIN's service is 1000 times better than @flipkartsupport! Facing same problem again &amp; again &amp; it's been almost a month these useless jerks from flipkart couldn't find a solution! Even more ridiculous when these shameless idiots ask for feedback! My foot!
3379,RT @deepakjsingh: @amazon @AmazonHelp @amazonIN Any news about my refund?
3380,@amazon @AmazonHelp @amazonIN Any news about my refund?
3381,@sandip889 @SherazGuddu @trybhi @AskSaahil @CeoAshishYadav @GauravHTML @UdaipurPolice @udaipurblog @jagograhakjago @JagoGrahakJago_ @CybercrimeCID @onlineshopping @amazonIN @FlipkartSellers @Flipkart @RajGovOfficial @RajCMO @BJP4Rajasthan @RajBhavanJaipur @HomeMinistr2024 @consumerforum_ @forum_consumer Please refund @trybhi
3382,RT @Rakeshji007: I have already uninstalled @amazonIN app from my phone and decided not to buy anything from #Amazon #BoycottAmazon #BanAma…
3383,"RT @amanraajverma9: The delivery man of amazon @amazonIN delierd the package at a wrong address, how could the company hire so irresponsibl…"
3384,"The delivery man of amazon @amazonIN delierd the package at a wrong address, how could the company hire so irresponsible emplyee. I am shocked of the fact that the peron delivered and didn’t call the recipient. The support team is also acting irresponsibly. @AmazonHelp"
3385,"Thanks for this quiz @amazonIN 

New Apple iPhone 12 (128GB) - Black #AmazonQuiz https://t.co/m8GuojTQi6"
3386,"@amazonIN 

What noncence amazon team no hlep me my case is highlighted but not any response"
3387,"Hi @amazonIN, there has been a data breach at your end.. me and wife both have gotten calls from fraudsters. They had order details (select only) including delivery pin codes"
3388,"RT @Meenakshi1308: 1/6  
Fraud in the name of Amazon India @amazonIN and I lost my hard earned Rs1 lakh.
I hope no body is duped like I was…"
3389,@amazonIN @PrimeVideo can u tell me how many users are allowed to see prime at a time. Bcoz to calculate the how much share of my friends to get @PrimeVideoIN 😉. Please tell me clearly
3390,@amazonIN my Refund is due https://t.co/i59Zs06UZ2
3391,@amazonIN what is wrong with your customer service. They wont solve my problem and wont let me know how to escalate as well!
3392,"@amazonIN request you to get to the bottom of it and investigate. This kind of publicity has to stop what ever be the religion. These pranks cannot be tolerated.  If they are old, why circulating now in social media https://t.co/cceGJB0cur"
3393,"Ordered a SSD for my laptop and got a weighing scale machine.
I mean is it a joke?
Also the bag has two addresses on it.
and the delivery boy didn't give a shit about it..
@amazonIN"
3394,"@_Thirunarayan1 @Sanghidoge @RashtrwadiDoc @Pratham0911 @Timtim50282420 @casharmaarajiv @TRIPTIjARYA @dhara_sisodiya @AmitSingh2910 @_Trimurti_2 @ExposeAntiIndia @muk19830 @MukeshK83610572 @rajesh65019 @dkdinesh1957 @avikumarhello @ashwinsraje @Vipintomar9358 @anujraj420350 @the_bhandarkar @Sumedhsaini1 @ShayTweeter @VivekS_Kumar @Roterhut1 @Lepidoptora @ABHIRAAJAA @animesh13666 @mukdarshakback @im_Rajendra97 @Zidanelatest @rack_ur_head @YogiDevnath2 @raviranabjp @Kfightz1 @yashshiningstar @BeingNationali1 @amazonIN @JeffBezos @LostTemple7 @VidyaSanatani @Shiv_Sharwani11 @missionkaali @dharmicverangna @real_trouper2 @RonakAg92 @TIinExile @Gsimran07 @callrocky81 @Jasleen_Kaur11 Whats This @Ayaan how low cn #Atheism get? 
#NCW #USA #UK #Ayaan #women #humanrights #kashmir #india #BB14 #BBLikeABoss #BiggBoss14 #BiggBoss2020 #BiggBoss #BiggBoss4Telugu #BiggBoss4Telugu #BiggBossTelugu4 #BBTamilSeason4 #BiggBossTamil4 #BiggBoss4Tamil 
https://t.co/gJnkHc445t"
3395,RT @Simendra8: @amazon @JeffBezos @AmazonHelp @awscloud @amazonIN  Hello Confused Amazon!! I order Moto G9 and got Moto e7 plus and while r…
3396,@Eureka_ForbesIN I made a mistake to bought a product from @amazonIN   -aquaguard marvel @Eureka_ForbesIN I am facing a issue from begging aqua guard isn’t working  I have open service request from 9 nov  but no one to come to sought out 😡😡   contact 9680555585 https://t.co/Gk9n02EX8Q
3397,"RT @amruthhr: Hey @amazonIN @AmazonHelp do you sell customer data to other agency? I keep getting call from this person everyday, pretendin…"
3398,@amazon @JeffBezos @AmazonHelp @awscloud @amazonIN  Hello Confused Amazon!! I order Moto G9 and got Moto e7 plus and while returning its showing Moto One Fusion+..  Amazon cannot be confused.. Please sort this out as soon as possible. Order# 171-6091826-0035539😏
3399,"Hey @amazonIN @AmazonHelp do you sell customer data to other agency? I keep getting call from this person everyday, pretending i have won goodies from https://t.co/SWuYgOLtnh This person is able provide my address pincode and credit card information. cc @BlrCityPolice @CPBlr https://t.co/XpLOxjgzLw"
3400,Dear @PrimeVideoIN wtf my buddies came to know what I am ordering from @amazonIN while I just shared only prime password. Are you people really not aware and concern about this ? 🙄🙄 Does really privacy matter?
3401,@AmazonHelp It's been a long time I don't think you will refund or provide the missing LED bulb. @amazonIN @AmazonHelp
3402,RT @Sampurva0: @amazonIN @AmazonHelp @AmitAgarwal I received a fraud call today from +918697690754. Person claimed to be amazon employee. A…
3403,"@amazonIN I ORDERED A FAST TRACK WATCH (order id: ,408-0501992-2610715) PAID RS 1845. YOU DELIVERED ME A TOTALLY DIFFERENT WATCH (SEE ATTACHED PIC). YOUR DELIVERY BOY REFUSED TO PICK UP RETURN ORDER DESPITE OF THE FACT THAT I HAD COMPLAINED ABOUT SAME. CHEATERS, RESOLVE MY ISSUE. https://t.co/6YTS5RCsgn"
3404,"@AmazonHelp TWO MONTHS FOR THE REFUND??? Can you justify this? Stop sending these useless replies and do some work. I responded 15 days back, not recently. You literally making me beg for the refund. Atleast check the status and issue before responding. @JeffBezos @amazon @amazonIN"
3405,@amazon @amazonIN @amazonpay @NPCI_BHIM @UPI_NPCI This transaction is Steel Pending https://t.co/bsTKJTWrZI
3406,@amazonIN @AmazonHelp @AmitAgarwal I received a fraud call today from +918697690754. Person claimed to be amazon employee. And was having all my order and personal details. This is serious data breach. Gifts offered worth ₹70k for the purchase made for 5k only. Need help.
3407,@amazonIN They not care about customer
3408,@AmazonHelp What is the use of this heads-up if ur team can't even contact even after 24hrs. @amazonIN @amazon @AmazonUK @AmazonSG @JeffBezos
3409,@amazonIN @iamshyam19 @musicmagic10 @SkmdHasib5 @DheerajMalleYT @jhmistry29 Don't buy any products from amazon
3410,@amazonIN How can you keep sending used products when it's supposed to be a new one. One of your biggest sellers Appario Retail sent me used products twice and now I can't do anything except getting a refund. I needed this order and it was under a deal. This is such a scam. https://t.co/lWPWiJIKtQ
3411,@amazonIN Some one reply me will revert soon .but ??? More than 3 days going to over . But still no improvement
3412,@amazonIN @PMOIndia where r the waste recycling plants that I asked to be built by the ecommerce companies those  who want to do business in india
3413,"Hi @amazonIN @amazon @AmazonKindle @AmazonKDP why is my #book #price priced so weirdly expensive for #India 31USD #australia 28USD #uae 32USD markets when globally its priced around 19.5-20.5USD..and close to marke pricing.?? there has to be some error 
https://t.co/bfh0VkJcHf"
3414,RT @realmeLink: Never miss out on the perfect travel selfie when you carry the lightweight and portable #realmeSelfieTripod around everywhe…
3415,"I have ordered a printer on amazon it was defective, not working i ordered a return and refund but no body came for pickup on scheduled date and no communication @amazonIN I want refund immediately"
3416,Nice! Look forward to purchasing on @amazonIN https://t.co/8WXCJPPPRq
3417,@realmeLink @amazonIN Love realme
3418,"@amazonIN Paid on 16th, was supposed to receive 50% cb
Whats the  use of such reward
Have chatted 3 times, still no cashback https://t.co/ZX1ReCtHyD"
3419,@mukulsharma872 @amazon @amazonIN Yes bro.
3420,@AmazonHelp Was asked to wait further till 22nd but no revert yet..how many more such timelines would be given.. really loosing out my patience @amazonIN
3421,"@AmazonHelp @consumerforum_ @forum_consumer @inconsumerforum @jagograhakjago 
Request your help as we have experienced extremely poor customer service by @AmazonHelp @amazonIN @TataSky
Following up for prepaid order delivery &amp; installation for a month.
#poorcustomerservice
#compensation"
3422,"@amazonIN i am ur prime customer and i got ur pathetic service, i ordered two sets of book and i received one entire diff book i request a solution to customer care representatives and he lied to me about solution, i didn't get any book till now bcuse of that pathetic service."
3423,"RT @RPuspalak: @amazonIN Amazon fulfilment center now become a scrap centre, received rechargeable battery of October 2018 manufacturing da…"
3424,"@amazonIN Amazon fulfilment center now become a scrap centre, received rechargeable battery of October 2018 manufacturing date, after placing replacement request, got the delivery of August 2018 rechargeable battery.@AmazonHelp @amazon"
3425,@amazonIN pathetic customer service. I have been chasing you guys for the last 3 weeks for the solution to a #Cloudtail query and now after 3 weeks you are saying contact seller. #makingfool #Cheaters #Microsoft365 #activationkeymissing #sellerfake
3426,@amazonIN @amazon been waiting for a response for the last 2 months on a particular return on emails and DMs nobody has gotten back to me yet. #amazonservicesucks
3427,"@Mysterydealz All Done Team 😍🥳❤

#GiveawayAlert #ContestAlert #Contest  #Amazon #Giveaway
@Mysterydealz @amazonIN 

Join us 
@raj__0011 
@AbdurRa64684550 
@abhishek 
@SagarDatey1
@RaviKhemka6
@dinesh_kumar_3 
@atashuddin 
@bhilleguru
@Sagar14Naik 
@Sandeep13_ 
@rijhwani_h 
@prashpatel_"
3428,"@adv_abby @jagograhakjago @amazonIN @PMOIndia @AmitShah Btw: its boycott, not boycott, no wonder your tweets go into the gutter..."
3429,@RathoreAjayveer @amazonIN @consaff @jagograhakjago Right brother
3430,RT @RathoreAjayveer: @amazonIN the delivery persons never comes to my address and calls me to a certain location and asks me to come and pi…
3431,"@amazonIN 406-4628200-6994768 
for this particular order I'd I'm facing a hell lot of issue, which is Oleev active oil and I had received it in a bad condition. During this pandamic I'm getting half sealed open pack and the product is still with me. It is very disappointing."
3432,@AmazonHelp 96 HOUR AND NOTHING. Yet another pick up got rescheduled and canceled. now I am being asked to wait yet another 48 hours for another pickup. It's been over a month! @amazonIN @AmazonHelp you really don't value your customers!
3433,"@amazonIN your delivery people are not at all supportive with cash change.
One day you are going to have a lot of goods returned just because of this simple rigid behaviour.
If you can find a solution, good.
If you can't, your loss.
#onlineshopping"
3434,"@amazonIN I ordered a monitor screen from https://t.co/rdFrChqe2A and received an item that is defective and incorrect. I ordered Acer monitor while a Samsung one was sent. Tried to initiate the return multiple times but canceled.
ORDER # 404-6745923-7733167. Please act fast."
3435,@amazonIN Sir I've two options now. Either I should sue you for your services and customers' loss or should return the product.
3436,"@amazonIN For one of my orders, I am getting the same reply for the last 23 days. Whenever I call for refund, customer care representative tell me- “It wasn’t initiated last time. I am raising the refund request today”. This has happened almost 3-4 times."
3437,"@realmeLink @amazonIN #realmeBudsWirelessPro 
#NoiseOffMusicOn 
Loved it 😍"
3438,"Exciting #electronics starting at Rs.99. @amazonIN 
https://t.co/sAoChg9T2w https://t.co/IMculjd373"
3439,@sidpeacelover @ShieldVoC @amazonIN @AmazonHelp @amazon @WMWatches Welcome to amazon
3440,"@sony_india purchase a headset mdr-ex150ap from @amazonIN but became faulty within 6 months
Unable to find service center for repair clam.
Can u help in it."
3441,RT @sidpeacelover: @amazonIN @AmazonHelp @amazon WHAT I ORDERED AND WHAT I RECEIVED!!!!!!!!!!!!!! @WMWatches https://t.co/yzy0ES9jqt
3442,@amazonIN @AmazonHelp @amazon WHAT I ORDERED AND WHAT I RECEIVED!!!!!!!!!!!!!! @WMWatches https://t.co/yzy0ES9jqt
3443,Hi @amazonIN how do I return your stuff? No one's coming to pick it up. #Help
3444,@amazon @amazonIN @consumerforum_  @JeffBezos Attaching order details and few status order id - 40890047613421104 https://t.co/meK6swfcqj
3445,RT @parikh_darpan: @AmazonHelp @amazonIN because of your miscommunication and lack of coordination with the delivery team the customer has…
3446,"@AmazonHelp @amazonIN because of your miscommunication and lack of coordination with the delivery team the customer has to suffer.
I had already ordered a product that costed me 3500 and the delivery team mistake it got returned and now i have to pay 4000 for same product."
3447,"RT @RaviKum75193040: I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/4JfcxNpoFO

#AmazonQuiz 

@amazonIN"
3448,"Cashback not received from #Amazon, complaint filed against @amazonIN 
https://t.co/kXyZyMdv2a"
3449,"RT @RaviKum75193040: I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/4JfcxNpoFO

#AmazonQuiz 

@amazonI…"
3450,RT @AmitGhangare: @amazonIN @AmazonHelp order is delay so cancelled. Please help for refund. https://t.co/pYtTWSKnMu
3451,"@amazon , @amazonIN , @consumerforum_ , @JeffBezos Last time I spoke to Mr. Hardik and I requested to help me but he was adamant on his word about saying he cannot help anything except just raising a fresh request and asked to me to wait for 24-48 hrs. This is very pathetic."
3452,RT @Bollywoodheat: @AmazonHelp @amazonIN Ordered an iPhone got a clone iPhone please help
3453,@amazonIN @AmazonHelp order is delay so cancelled. Please help for refund. https://t.co/pYtTWSKnMu
3454,"Old and torn Nike shoe given by #Amazon India, complaint filed against @amazonIN  #AmazonIndia  @Nike 
#Nike #nikeshoes #nikesportswear https://t.co/MXiQ0erS2n"
3455,@AmazonHelp @amazonIN Ordered an iPhone got a clone iPhone please help
3456,"@amazonIN, @amazon , @consumerforum_  Your customer service is giving wrong commitments everytime and making cx suffer."
3457,@amazon @amazonIN @JeffBezos @AmitAgarwal @AmazonHelp ... I think this is a bit serious matter? Can you please look into this??? https://t.co/ebQmRPrMLI
3458,@NIVEAMEN_India @amazonIN Pathatic service
3459,"RT @NIVEAMEN_India: Love running a sweat but hate the body odour that follows? Presenting, NIVEA MEN 42k, an odour-control range made with…"
3460,"@amazonIN, @consumerforum_  It has been moe than 10 days and still I have not received my refund. Product was picked up on 11th Nov 2020 and has reached the seller on 13th Nov 2020. Every time I speak to cx care they mention that they will have to raise a request."
3461,"@Kumar2001M @GopinathVaradh2 @LegalLro @TwitterIndia @manishm @KapilMishra_IND @misskaul @kanikamittal @PayalKamat @shaguftakamran2 @bhartijainTOI @amazonIN What a horrible description of a “MUSLIM DRIVER” !!!

Is that the way “AMAZON”portrays a “MUSLIM”.....???

What a shame for the “CULT” !!!"
3462,@amazonIN He should give me the 6 digit code for my exchange product verification. I tried to contact with Customer Support also.
3463,"@amazonIN Again a nasty experience with my order. This time i ordered for exchange and the delivery boy don't know the exchange procedure,  how to process exchange products. He is asking for 6 digit code but according  to procedure."
3464,"I have not got my oder but oder status delivered please help me
@amazonIN"
3465,"Hi @amazonIN , just a quick marketing lesson for you. Ever wondered where will your “typo” customers end up ? check here 👉  https://t.co/KSTv5PJ7nK

#BusinessIsWar
#MissIndia 

@C4ETech
@krishashok
@Flipkart"
3466,"RT @BirjuDamani: I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/Yz1WbS5Vh9
@amazonIN #AmazonQuiz
Taggi…"
3467,My Order on Amazon for milton cooking gas stove #403-2624612-6653114 @MiltonHomewares @amazonIN . TOO RISKY BECAUSE THE GAS BURNERS SWITCHING OFF SUDDENLY AND GAS LEAKING WITHIN TWO MNTHS. NOT ABLE TO REACH THE MILTON CUSTOMER CARE SEVERAL TIMES. WE REGRET FOR TRUSTING THE MILTON
3468,Dear @amazon @amazonIN I am curious to know about person who ordered this and what made you so late..You are late by 50 years and how would you compensate for that as my great grandpa ordered this for my grandpa and now both are in heaven.Can u pl deliver it there 🤣🤣🤣🤣😃😃😃 https://t.co/zMIwU90Lb0
3469,Dear @amazonIN I've been trying to resolve an issue wrt a wrong item being picked up. But no-one seems to understand. Your people have lost the package and I have to suffer because of that. I've been asked to wait more than 7 times. I need resolution ASAP. DON'T TORCHURE US.
3470,"@imTusharA @anilkum78670073 @flipkartsupport @Consumer2Court @Flipkart @FlipkartSellers @amazon @amazonIN @AmazonSellerAs1 @PMOIndia @ComplaintPost Hello Tushar, can you please write a review on our platform? Your experience will help millions of users.

https://t.co/qDJQRgSzfG"
3471,RT @imTusharA: @anilkum78670073 @flipkartsupport @Consumer2Court @MouthShut @Flipkart @FlipkartSellers @amazon @amazonIN @AmazonSellerAs1 @…
3472,@sandip889 @SherazGuddu @trybhi @AskSaahil @CeoAshishYadav @GauravHTML @UdaipurPolice @udaipurblog @jagograhakjago @JagoGrahakJago_ @CybercrimeCID @onlineshopping @amazonIN @FlipkartSellers @Flipkart @RajGovOfficial @RajCMO @BJP4Rajasthan @RajBhavanJaipur @HomeMinistr2024 @consumerforum_ @forum_consumer @trybhi please refund our money please
3473,@amazonIN @amazonIN just #advertising n not addressing issues on ground will lead 2 what am sure #Amazon knows well.If in #India's capital #Delhi #applianceinstallation goes unattended inspite calls emails fr week;time 2 invest in genuine #CustomerService wt #endcustomer is being put 2 in
3474,@Pritigupta13031 @amazonIN Hi.Are u interested in amazon seller?You can get free products
3475,#AmazonQuiz  @amazonIN  Umesh sharma 9312449221 https://t.co/bu7Zaw5eOg
3476,"@amazonIN  I demand you to replace my product as you failed and fooled me with fake television inspection service,now I don't have chance to return the product. I demand you to replace my television"
3477,"@amazonIN Extremely dissappointed in you and your customer care as well. Want a super senior executive to apologize and compensate for the lost time and money.
No professional at all.
Worst ever."
3478,"Thanks for this quiz @amazonIN 
#AmazonQuiz https://t.co/OtO0rNob4w"
3479,"RT @AbhishekPeshat1: It's day 10
Gud afternoon #amazon #AmazonHelp #amazonIN #AmitAgrawal #JeffBezos 
It's been more than 38 days no update…"
3480,"It's day 10
Gud afternoon #amazon #AmazonHelp #amazonIN #AmitAgrawal #JeffBezos 
It's been more than 38 days no update about my product. I think India post is more faster than your amazon prime services. 🤣 still I will message you daily with great wishes love from abhishek ❤"
3481,"Thanks for this quiz @amazonIN 
#AmazonQuiz https://t.co/SKj92tKlwu"
3482,"Amazon team, it is more than 2 months and despite mail confirmation on refund on 27 Sep and verbal confim, it is still awaited. @JeffBezos @AmitAgarwal @AmazonHelp @amazon @amazonIN @AmazonUK #Amazon @jagograhakjago @JagoGrahakJago_ @OmbudServices #JeffBezos"
3483,"Thanks for this quiz @amazonIN 
#AmazonQuiz https://t.co/0D9S8abJkQ"
3484,"What about my wasted time and money. Worst service ever possible @amazonIN @JeffBezos @amazon you just lost a loyal customer.
Im sure @Flipkart @myntra @snapdeal would be happy to have me"
3485,RT @YavaMart: @AmazonHelp @amazonIN seller performance team i have submitted my plan of action 3 day ago but still not get any reply from y…
3486,@AmazonHelp @amazonIN seller performance team i have submitted my plan of action 3 day ago but still not get any reply from your side. Please review my case and reactivate my account.
3487,"@amazonIN @amazonsupport13 

I bought 3 swadesi stuff products from amazon.I got a card with ₹20 cashback for writing a 5 star review on amazon.I wrote and send them the review screenshots to them and after a few days also they are not giving cashback.They are cheating customers https://t.co/40tEYuy56W"
3488,@SanketP52170790 @amazonIN @amazonIN get your shit together.
3489,"Thanks for this quiz @amazonIN 
#amazonSaheli https://t.co/DVDNCWAYsE"
3490,Hello @AJIOLife any luck with refund of Return ID #RT25367437 It's really shameful that our PM @narendramodi asking to support &amp; promote Indian businesses but @AJIOLife really giving frustrating experience. I should have opted @myntra or @amazonIN which are better than @AJIOLife
3491,@thedarkrebel @amazonIN This is bad....
3492,@amazonIN i was supposed to get the delivery and it had reached my city as well but i was not made available the deliver and it was returned to seller. I also visited the facility center of amazon as guided by your executive but they had already sent back the parcel.
3493,@amazonIN Why am I receiving SMS in Hindi. I don't know Hindi. Send it in Tamil or in English. #Amazon #shopping #tngovernment
3494,@amazonIN Extremely dissappointed in the way you do business. Never gonna place another order from you.
3495,"@AmazonNews_IN @amazonIN @amazon @JeffBezos 
Pathetic service from Amazon India. I registered myself with Amazonflex program. More than 15working days and still verification process is pending. Contacted IDFY TEAM &amp; they say verification process for entire India is on hold as no"
3496,"@AmazonHelp EXTREMELY DISSAPPOINTED with the worst service ever possible by @amazonIN @amazon @JeffBezos. Knowing about my urgency to receive the product still you returned it to the seller on the basis of incomplete address without even consulting the orderer once.
You have lost a customer"
3497,"@Flipkart is back with awesome @Micromax__India 
To all @amazonIN users , time to switch your account 
#MicromaxInNote1"
3498,"@amazon @amazonIN @amazonprime 
What's the point of having Amazon membership when you have to wait for one week and then received a white colour instead of black https://t.co/VgeInivbNq"
3499,"@amazonIN Hi @amazonIN ,

What is your policy regarding resolving customer issues if wrong product have been delivered. How many days max it can take to resolve one issue. A concerned customer."
3500,"RT @Gaurang321: Hello @AmazonHelp , I Need An Update Regarding One Order ! Guess You Haven't Updated In Your System As Will It Arriving Or…"
3501,"#AmazonQuiz
#AmazonFunZone
#AmazonIN
#PlayAndWin
#DailyQuiz
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/G4t6G7kFxw https://t.co/A5iYW3v6XT"
3502,"Hello @AmazonHelp , I Need An Update Regarding One Order ! Guess You Haven't Updated In Your System As Will It Arriving Or Its Delayed ? Kindly Help ! #Help @amazonIN"
3503,"#AmazonQuiz
I have given the correct answer to  question ......
I hope that ...... I will definitely win this competition ......@amazonIN https://t.co/O4uZLTzQR3"
3504,"All answers done correctly, i am eligible for this quiz
#AmazonQuiz
#amazonIN https://t.co/gJbL6MdBFQ"
3505,@ajitsingh0902 @amazonIN @Flipkart @cromaretail @VijaySales @RelianceDigital @gamesoukin Drop us a email on helpdesk@gamestheshop.com and we will revert as soon as the stocks are available :)
3506,I played this interesting Quiz on Amazon-Play games at Amazon FunZone  @amazonIN #AmazonQuiz https://t.co/fSXhEzEdM1
3507,"#AmazonQuiz
#AmazonIN
#AmazonFunZone
#DailyQuiz
#PlayAndWin
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/BoeBOdDcmg https://t.co/Dl8I2Ym3bi"
3508,@BankonP10 @amazonIN Done
3509,"Participate Now and stand a chance to win!

#Contest #ContestIndia #contests #contestalert @amazonIN https://t.co/Invm2lsbdU"
3510,"Hi @amazonIN ,

What is your policy regarding resolving customer issues if wrong product have been delivered. How many days max it can take to resolve one issue. A concerned customer."
